"URL","Nimi","Kategoria","Lähde","Protokolla","Tila","Koodi","HTTP","Kesto ms","Yrityksiä","Lopullinen URL","Domain vaihtui","Sisältöhuomio"
"http://www.kumppanuustalokulma.fi/","www.kumppanuustalokulma.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","370","1","https://www.kumppanuustalokulma.fi/","ei",""
"http://www.juupajoki.fi/palvelut/kirjasto","www.juupajoki.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","614","1","https://www.juupajoki.fi/palvelut/kirjasto","ei",""
"http://www.lapinlahti.fi/fi/Tietoa-kunnasta/Organisaatio/Osastot/Sivistysosasto/Kulttuuri--ja-nuorisopalvelut/Kirjasto","www.lapinlahti.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","323","1","","ei",""
"http://www.lounakirjastot.fi/kirjastot/forssa/","www.lounakirjastot.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","","73","1","","ei",""
"http://www.lounakirjastot.fi/kirjastot/jokioinen/","www.lounakirjastot.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","","17","1","","ei",""
"http://www.lounakirjastot.fi/kirjastot/tammela/","www.lounakirjastot.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","","41","1","","ei",""
"http://www.kuusamo.fi/koe-ja-nae/kirjasto/kirjaston-toimipisteet/paakirjasto","www.kuusamo.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","674","1","https://www.kuusamo.fi/koe-ja-nae/kirjasto/kirjaston-toimipisteet/paakirjasto","ei",""
"http://www.lemi.fi/fi/palvelut/kirjasto","www.lemi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","473","1","","ei",""
"http://www.joutsa.fi/vapaa-aika-ja-kulttuuri/kirjasto/","www.joutsa.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","1054","1","https://www.joutsa.fi/vapaa-aika-ja-kulttuuri/kirjasto/","ei",""
"http://www.kajaani.fi/fi/kirjasto","www.kajaani.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","805","1","https://www.kajaani.fi/fi/kirjasto","ei",""
"http://www.oulainen.fi/kirjasto","www.oulainen.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","112","1","https://www.oulainen.fi/kirjasto","ei",""
"http://www.parainen.fi/web/tjanster/fi_FI/servicepunkten/","www.parainen.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","62","1","","ei",""
"http://www.rautjarvi.fi/fi/Palvelut/Sivistys,-nuoriso-ja-liikunta/Kirjasto/Aukioloajat","www.rautjarvi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","200","1","","ei",""
"http://www.mynamaki.fi/kirjasto","www.mynamaki.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","585","1","https://www.mynamaki.fi/kirjasto","ei",""
"http://www.ilomantsi.fi/kirjasto","www.ilomantsi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","1499","1","https://www.ilomantsi.fi/kirjasto","ei",""
"http://www.orivesi.fi/fi/palvelut/kirjasto","www.orivesi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","495","1","https://www.orivesi.fi/fi/palvelut/kirjasto","ei",""
"http://www.riihimaki.fi/kirjasto/","www.riihimaki.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","153","1","https://www.riihimaki.fi/kirjasto/","ei",""
"http://heinavesi.fi/kirjasto","heinavesi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","2417","1","https://heinavesi.fi/kirjasto","ei",""
"http://www.salo.fi/vapaaaikajamatkailu/kirjasto/","www.salo.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","155","1","https://www.salo.fi/vapaaaikajamatkailu/kirjasto/","ei",""
"http://www.seniorijelppi.fi/palvelu.html","www.seniorijelppi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","44","1","https://www.seniorijelppi.fi/palvelu.html","ei",""
"http://www.padasjoki.fi/fi/Palvelut/Kirjasto,-kulttuuri-ja-kansalaisopisto/Kirjasto","www.padasjoki.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","692","1","","ei",""
"http://www.satakunnannakovammaiset.fi/","www.satakunnannakovammaiset.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","251","1","https://www.satakunnannakovammaiset.fi/","ei",""
"http://www.suomussalmi.fi/kirjasto","www.suomussalmi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","183","1","","ei",""
"http://www.paimio.fi/kirjasto","www.paimio.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","934","1","https://www.paimio.fi/kirjasto","ei",""
"http://www.vantaa.fi/hallinto_ja_talous/tietoa_vantaasta/vantaa-info","www.vantaa.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","479","1","https://www.vantaa.fi/hallinto_ja_talous/tietoa_vantaasta/vantaa-info","ei",""
"http://www.taivassalo.fi/vapaa-aika/kirjasto","www.taivassalo.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","815","1","https://www.taivassalo.fi/vapaa-aika/kirjasto","ei",""
"http://www.urjala.fi/vapaa-aika-ja-kulttuuri/kirjasto","www.urjala.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","790","1","https://www.urjala.fi/vapaa-aika-ja-kulttuuri/kirjasto","ei",""
"https://02taksi.fi/","02 Taksi","Valtakunnalliset palvelut","constants.tsx","https","ok","","206","143","1","https://02taksi.fi/","ei",""
"https://116117.fi/","Päivystysapu","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","46","1","https://116117.fi/","ei",""
"http://www.sysma.fi/kirjasto","www.sysma.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","1031","1","https://www.sysma.fi/kirjasto","ei",""
"https://akaa.fi/","akaa.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","23","1","https://akaa.fi/","ei",""
"https://112.fi/","112 Suomi","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","250","1","https://112.fi/etusivu","ei",""
"https://acoulu.fi/","AC Oulu","Urheiluseurat","localSportsClubs.ts","https","ok","","200","161","1","https://acoulu.fi/","ei",""
"https://akaa.fi/en/","akaa.fi","Kuntien kieliversiot","municipalityWebsiteLocales.ts","https","ok","","200","117","1","https://akaa.fi/en/","ei",""
"http://www.sastamalankylat.fi/vahahaara/","www.sastamalankylat.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","1445","1","https://www.sastamalankylat.fi/vahahaara/","ei",""
"https://akaa.fi/meidan-akaa/liikenneyhteydet/vau/","VAU-liikenne","Paikalliset palvelut","localServices.ts","https","ok","","200","215","1","https://akaa.fi/meidan-akaa/liikenneyhteydet/vau/","ei",""
"http://www.sauvo.fi/fi/palvelut/alisivu-4/sauvon-kirjasto/","www.sauvo.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","1810","1","","ei",""
"https://akaa.fi/terveys/hyvinvointia-elintavoilla/hyvinvointia-muuhun-arkeen/ikaihmiset/","akaa.fi","Senioripalvelut","localSeniorLinks.ts","https","ok","","200","290","1","https://akaa.fi/terveys/hyvinvointia-elintavoilla/hyvinvointia-muuhun-arkeen/ikaihmiset/","ei",""
"https://112.fi/hatanumero112","Hätänumero 112","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","568","1","https://112.fi/hatanumero112","ei",""
"https://akaanseutu.fi/","akaanseutu.fi","Paikallislehdet","localNewspaperLinks.ts","https","ok","","200","69","1","https://akaanseutu.fi/","ei",""
"https://akaanseutu.fi/feed/","akaanseutu.fi","Paikallisuutiset","localNewspaperFeeds.ts","https","ok","","200","4","1","https://akaanseutu.fi/feed/","ei",""
"https://amosrex.fi/","Amos Rex","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","67","1","https://amosrex.fi/","ei",""
"http://www.saarijarvi.fi/palvelut/kirjasto","www.saarijarvi.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","2309","1","https://www.saarijarvi.fi/palvelut/kirjasto","ei",""
"https://akaa.fi/kohteet/toijalan-nayttamo/","Toijalan Näyttämö","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","243","1","https://akaa.fi/kohteet/toijalan-nayttamo/","ei",""
"https://anders.finna.fi/","Anders","Paikalliset palvelut","localServices.ts","https","ok","","206","144","1","https://anders.finna.fi/","ei",""
"https://appgallery.huawei.com/","Huawei AppGallery","Valtakunnalliset palvelut","constants.tsx","https","ok","","206","249","1","https://appgallery.huawei.com/","ei","empty_page"
"https://akaa.fi/meidan-akaa/liikenneyhteydet/","Akaa palveluliikenne","Liikenne","localServiceTransportLinks.ts","https","ok","","200","254","1","https://akaa.fi/meidan-akaa/liikenneyhteydet/","ei",""
"http://www.mantsala.fi/asukkaille/kirjasto","www.mantsala.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_available","200","3518","1","https://www.mantsala.fi/asukkaille/kirjasto","ei",""
"https://areena.yle.fi/","Yle Areena","Valtakunnalliset palvelut","constants.tsx","https","ok","","206","187","1","https://areena.yle.fi/tv","ei",""
"https://akaa.fi/tee-ja-viihdy/liikunta/erityisryhmien-liikunta/liikuntaryhmat/","akaa.fi","Liikunta","localExerciseLinks.ts","https","failed","http_status_error","404","204","1","https://akaa.fi/tee-ja-viihdy/liikunta/erityisryhmien-liikunta/liikuntaryhmat/","ei",""
"https://apps.apple.com/","App Store","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","120","1","https://apps.apple.com/us/iphone/today","ei",""
"https://areena.yle.fi/audio","Yle Areena audio","Valtakunnalliset palvelut","constants.tsx","https","ok","","206","138","1","https://areena.yle.fi/podcastit","ei",""
"https://asikkala.fi/","asikkala.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","258","1","https://asikkala.fi/","ei",""
"https://asikkala.fi/terveys-ja-hyvinvointi/senioripalvelut/","asikkala.fi","Senioripalvelut","localSeniorLinks.ts","https","ok","","200","197","1","https://asikkala.fi/terveys-ja-hyvinvointi/senioripalvelut/","ei",""
"https://artsandculture.google.com/","Google Arts & Culture","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","412","1","https://artsandculture.google.com/","ei",""
"https://asikkala.fi/asuminen-ja-ymparisto/joukko-ja-palveluliikenne/","Asikkala palveluliikenne","Liikenne","localServiceTransportLinks.ts","https","ok","","200","201","1","https://asikkala.fi/asuminen-ja-ymparisto/joukko-ja-palveluliikenne/","ei",""
"https://askola.fi/","askola.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","81","1","https://askola.fi/","ei",""
"https://alajarvi.fi/","alajarvi.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","1467","1","https://alajarvi.fi/","ei",""
"https://assat.com/","Porin Ässät","Urheiluseurat","localSportsClubs.ts","https","ok","","200","14","1","https://assat.com/","ei",""
"http://www.nivala.fi/palvelukanava/de4ed45c-b0e6-41ac-8d9d-108dc7938017","www.nivala.fi","Digiopastus","seniorSurfGuidancePlaces.ts","http","rejected","https_required","404","4328","1","","ei",""
"https://asikkala.fi/feed/","asikkala.fi","Kuntauutiset","municipalityNewsFeeds.ts","https","ok","","200","124","1","https://asikkala.fi/feed/","ei",""
"https://annonsbladet.fi/","annonsbladet.fi","Paikallislehdet","localNewspaperLinks.ts","https","ok","","200","1695","1","https://annonsbladet.fi/","ei",""
"https://asunnot.oikotie.fi/","Oikotie Asunnot","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","376","1","https://asunnot.oikotie.fi/","ei",""
"https://aurala.fi/aikuiset/seniorit/auralan-kurssit-ja-kerhot-senioreille","aurala.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","257","1","https://aurala.fi/tekemista-senioreille","ei",""
"https://avantimusic.fi/","Avanti! Kamariorkesteri","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","119","1","https://avantimusic.fi/","ei",""
"https://blanka.finna.fi/","Blanka","Paikalliset palvelut","localServices.ts","https","ok","","206","121","1","https://blanka.finna.fi/","ei",""
"https://askola.fi/tapahtuma/3-9-liikuntaryhma-senioreille/","askola.fi","Liikunta","localExerciseLinks.ts","https","ok","","200","698","1","https://askola.fi/tapahtuma/3-9-liikuntaryhma-senioreille/","ei",""
"https://aura.fi/","aura.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","139","1","https://www.aura.fi/","ei",""
"https://cocks.fi/","Riihimäen Cocks","Urheiluseurat","localSportsClubs.ts","https","ok","","200","147","1","https://cocks.fi/","ei",""
"https://deiplus.fi/radiot","Radio Dei","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","85","1","https://deiplus.fi/radiot","ei",""
"https://askola.fi/asuminen-ja-elinymparisto/julkinen-liikenne/","Pukkila-Askola-Porvoo","Paikalliset palvelut","localServices.ts","https","ok","","200","335","1","https://askola.fi/asuminen-ja-elinymparisto/julkinen-liikenne/","ei",""
"https://danskebank.fi/sinulle/asiakaspalvelu","Danske Bank - seniorit ja erityisryhmät","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","175","1","https://danskebank.fi/sinulle/asiakaspalvelu","ei",""
"https://edunvalvonta.dvv.fi/","DVV - holhous ja edunvalvonta","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","160","1","https://edunvalvonta.dvv.fi/","ei",""
"https://askola.fi/feed/","askola.fi","Kuntauutiset","municipalityNewsFeeds.ts","https","ok","","200","146","1","https://askola.fi/feed/","ei",""
"https://digituki.hel.fi/","digituki.hel.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","351","1","https://digituki.hel.fi/","ei",""
"https://caritas-saatio.fi/hankkeet/digijelppari/","caritas-saatio.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","760","1","https://caritas-saatio.fi/palvelut/digijelppari/","ei",""
"https://elakeliitto.fi/","Eläkeliitto","Yhdistykset ja yhteisöt","communityLinks.ts","https","ok","","200","39","1","https://elakeliitto.fi/","ei",""
"https://annonsbladet.fi/feed/","annonsbladet.fi","Paikallisuutiset","localNewspaperFeeds.ts","https","ok","","200","1186","1","https://annonsbladet.fi/feed/","ei",""
"https://ateneum.fi/","Ateneum","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","1458","1","https://ateneum.fi/","ei",""
"https://elakelaiset.fi/","Eläkeläiset ry","Yhdistykset ja yhteisöt","communityLinks.ts","https","ok","","200","319","1","https://elakelaiset.fi/","ei",""
"https://danskebank.fi/sinulle/asiakaspalvelu/sulkupalvelu","Danske Bank kortin sulkupalvelu","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","114","1","https://danskebank.fi/sinulle/asiakaspalvelu/sulkupalvelu","ei",""
"https://en.kimitoon.fi/","en.kimitoon.fi","Kuntien kieliversiot","municipalityWebsiteLocales.ts","https","ok","","200","228","1","https://en.kimitoon.fi/","ei",""
"https://alajarvi.fi/kaupunki-ja-hallinto/asiointi-ja-yhteystiedot/palveluliikenne/","Alajärvi palveluliikenne","Liikenne","localServiceTransportLinks.ts","https","ok","","200","1479","1","https://alajarvi.fi/kaupunki-ja-hallinto/asiointi-ja-yhteystiedot/palveluliikenne/","ei",""
"https://elakelaiset.fi/jarjesto/aluejarjestot-ja-paikallisyhdistykset/","Eläkeläiset ry Kainuun Aluejärjestö","Yhdistykset ja yhteisöt","communityLinks.ts","https","ok","","200","200","1","https://elakelaiset.fi/jarjesto/aluejarjestot-ja-paikallisyhdistykset/","ei",""
"https://en.jakobstad.fi/","en.jakobstad.fi","Kuntien kieliversiot","municipalityWebsiteLocales.ts","https","ok","","200","528","1","https://en.jakobstad.fi/","ei",""
"https://enontekio.fi/","enontekio.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","337","1","https://enontekio.fi/fi","ei",""
"https://en.korsholm.fi/","en.korsholm.fi","Kuntien kieliversiot","municipalityWebsiteLocales.ts","https","ok","","200","535","1","https://en.korsholm.fi/","ei",""
"https://enontekio.fi/liikunta-ja-kulttuuri/kirjasto/","enontekio.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","133","1","https://enontekio.fi/fi/vapaa-aika/kulttuuripalvelut/kirjasto","ei",""
"https://etela-hame.elakeliitto.fi/yhdistykset/","Eläkeliiton Etelä-Hämeen piiri","Yhdistykset ja yhteisöt","communityLinks.ts","https","ok","","200","63","1","https://etela-hame.elakeliitto.fi/yhdistykset/","ei",""
"https://enontekio.fi/en","enontekio.fi","Kuntien kieliversiot","municipalityWebsiteLocales.ts","https","ok","","200","131","1","https://enontekio.fi/en","ei",""
"https://elakeliitto.fi/yhdistykset/multia","elakeliitto.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","1131","1","https://multia.elakeliitto.fi/","ei",""
"https://enonkoski.fi/","enonkoski.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","1089","1","https://enonkoski.fi/","ei",""
"https://enontekio.fi/fi/asuminen-ja-ymparisto/liikenne/palveluliikenne","Enontekiö palveluliikenne","Liikenne","localServiceTransportLinks.ts","https","ok","","200","147","1","https://enontekio.fi/fi/asuminen-ja-ymparisto/liikenne/palveluliikenne","ei",""
"https://etelasavonha.fi/","etelasavonha.fi","Paikalliset palvelut","localServices.ts","https","ok","","200","465","1","https://etelasavonha.fi/","ei",""
"https://enontekio.fi/se","enontekio.fi","Kuntien kieliversiot","municipalityWebsiteLocales.ts","https","ok","","200","134","1","https://enontekio.fi/se","ei",""
"https://evijarvi.fi/","evijarvi.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","373","1","https://evijarvi.fi/","ei",""
"https://evijarvi.fi/asuminen-ja-ymparisto/linja-auto-ja-palveluliikenne","Evijärvi palveluliikenne","Liikenne","localServiceTransportLinks.ts","https","ok","","200","66","1","https://evijarvi.fi/asuminen-ja-ymparisto/linja-auto-ja-palveluliikenne","ei",""
"https://fc.tps.fi/","TPS","Urheiluseurat","localSportsClubs.ts","https","ok","","200","43","1","https://fc.tps.fi/","ei",""
"https://fcktp.fi/","FC KTP","Urheiluseurat","localSportsClubs.ts","https","ok","","200","217","1","https://fcktp.fi/","ei","empty_page"
"https://evl.fi/","Suomen ev.lut. kirkko","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","714","1","https://evl.fi/","ei",""
"https://etelasavonha.fi/asiointikanavat/monitoimijakeskus-omatori/","etelasavonha.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","814","1","https://etelasavonha.fi/asiakkaan-opas/toimipisteet/omatori/omatorille/","ei",""
"https://exploreutsjoki.fi/yhteydet/","Utsjoen yhteydet","Paikalliset palvelut","localServices.ts","https","ok","","200","646","1","https://exploreutsjoki.fi/yhteydet/","ei","empty_page"
"https://enonkoski.fi/tiedoksi-koululaiskuljetus-ja-asiointiliikennereitit-1-8-2026-31-7-2029/","Enonkoski asiointiliikenne","Liikenne","localServiceTransportLinks.ts","https","ok","","200","1019","1","https://enonkoski.fi/tiedoksi-koululaiskuljetus-ja-asiointiliikennereitit-1-8-2026-31-7-2029/","ei",""
"https://fduv.fi/fi/lyhyestisuomeksi/","FDUV - ruotsinkieliset kehitysvammaiset","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","201","1","https://fduv.fi/fi/lyhyestisuomeksi/","ei",""
"https://etelasavonha.fi/eloisa/uutiset/","etelasavonha.fi","Paikalliset palvelut","localServices.ts","https","ok","","200","14","1","https://etelasavonha.fi/eloisa/uutiset/","ei",""
"https://fclahti.fi/","FC Lahti","Urheiluseurat","localSportsClubs.ts","https","ok","","206","542","1","https://www.fclahti.fi/","ei",""
"https://fi.tallink.com/","Tallink Silja Line","Paikalliset palvelut","localServices.ts","https","ok","","200","344","1","https://www.tallink.com/fi","ei",""
"https://haapavesi.fi/","haapavesi.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","257","1","https://haapavesi.fi/","ei",""
"https://hailuoto.fi/","hailuoto.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","42","1","https://hailuoto.fi/","ei",""
"https://fi.thetimenow.com/worldclock.php","fi.thetimenow.com","Sivuston kiinteät linkit","components/Clock.tsx","https","warning","access_limited","403","438","1","https://fi.thetimenow.com/worldclock.php","ei",""
"https://haapavesi.fi/linja-autoyhteydet","Haapaveden linja-autoyhteydet","Paikalliset palvelut","localServices.ts","https","ok","","200","34","1","https://haapavesi.fi/linja-autoyhteydet","ei",""
"https://fi.wikipedia.org/","Wikipedia","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","315","1","https://fi.wikipedia.org/wiki/Wikipedia:Etusivu","ei",""
"https://fibo.fi/","Suomalainen barokkiorkesteri","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","425","1","https://fibo.fi/","ei",""
"https://hakemisto.kirjastot.fi/hartola/hartola/contact","hakemisto.kirjastot.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","29","1","https://hakemisto.kirjastot.fi/hartola/hartola/contact","ei",""
"https://hakemisto.kirjastot.fi/lappajarven_kirjasto","hakemisto.kirjastot.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","9","1","https://hakemisto.kirjastot.fi/lappajarven_kirjasto","ei",""
"https://hakemisto.kirjastot.fi/nurmes","hakemisto.kirjastot.fi","Digiopastus","seniorSurfGuidancePlaces.ts","https","ok","","200","10","1","https://hakemisto.kirjastot.fi/nurmes","ei",""
"https://evl.fi/apua-ja-tukea/kirkon-keskusteluapu/","Kirkon keskusteluapu","Valtakunnalliset palvelut","constants.tsx","https","ok","","200","709","1","https://evl.fi/apua-ja-tukea/kirkon-keskusteluapu/","ei",""
"https://halsua.fi/","halsua.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","277","1","https://halsua.fi/","ei",""
"https://hailuoto.fi/liikunta/senioriliikunta/","hailuoto.fi","Liikunta","localExerciseLinks.ts","https","ok","","200","396","1","https://hailuoto.fi/liikunta/senioriliikunta/","ei",""
"https://hameenkyro.fi/","hameenkyro.fi","Kuntien verkkosivut","municipalityWebsites.ts","https","ok","","200","211","1","https://hameenkyro.fi/","ei",""
